Wall time,Step,Value
1543781554.6176271,50,993.1372680664062
1543781561.0869296,100,706.553955078125
1543781569.2459412,150,603.8448486328125
1543781575.8291278,200,548.6279907226562
1543781582.6236937,250,509.0722351074219
1543781589.1380553,300,473.0845947265625
1543781595.0702248,350,440.52392578125
1543781600.884765,400,410.2640075683594
1543781607.3480551,450,383.9164123535156
1543781612.283352,500,359.67913818359375
1543781618.4952195,550,337.8698425292969
1543781625.0078564,600,317.7381286621094
1543781630.9820328,650,299.9487609863281
1543781638.754311,700,281.02508544921875
1543781644.6501372,750,265.5089416503906
1543781650.8826613,800,250.79254150390625
1543781657.5267265,850,237.76182556152344
1543781663.602953,900,225.838134765625
1543781670.2623765,950,214.00363159179688
1543781676.695765,1000,203.3353271484375
1543781682.9775617,1050,193.72698974609375
1543781688.7172477,1100,184.632568359375
1543781696.246549,1150,175.7444610595703
1543781702.7431962,1200,167.84088134765625
1543781708.9339008,1250,160.99884033203125
1543781714.9363742,1300,154.50100708007812
1543781721.5135314,1350,148.205078125
1543781727.5068212,1400,142.24342346191406
1543781734.0255723,1450,137.23924255371094
1543781739.5571828,1500,132.5808868408203
1543781746.207882,1550,127.96207427978516
1543781752.6767964,1600,123.56022644042969
1543781759.2982473,1650,119.31502532958984
1543781765.5233493,1700,115.36613464355469
1543781772.0091288,1750,111.61215209960938
1543781778.6050396,1800,107.99365997314453
1543781784.4611573,1850,104.65526580810547
1543781790.8615842,1900,101.46953582763672
1543781796.839206,1950,98.85750579833984
1543781806.2080522,2000,29.099525451660156
1543781816.8688107,2050,29.355710983276367
1543781824.2851746,2100,29.569751739501953
1543781832.5675027,2150,30.27527618408203
1543781840.6103878,2200,29.228662490844727
1543781848.1988795,2250,28.222198486328125
1543781856.5905719,2300,27.78359603881836
1543781863.0058815,2350,27.524192810058594
1543781869.2664247,2400,27.43367576599121
1543781875.7581625,2450,27.027179718017578
1543781881.702167,2500,26.565223693847656
1543781887.7161987,2550,26.241884231567383
1543781895.173882,2600,25.966733932495117
1543781901.9742103,2650,25.645713806152344
1543781907.7422667,2700,25.271162033081055
1543781914.2572267,2750,25.145566940307617
1543781920.665246,2800,24.863462448120117
1543781925.7895014,2850,24.503646850585938
1543781931.8420377,2900,24.211971282958984
1543781938.0261974,2950,23.961015701293945
1543781944.163153,3000,23.733640670776367
1543781949.915258,3050,23.50108528137207
1543781956.2568684,3100,23.278608322143555
1543781963.1066709,3150,23.067367553710938
1543781969.2186596,3200,22.831754684448242
1543781975.9311585,3250,22.748741149902344
1543781981.6051393,3300,22.489431381225586
1543781988.1970344,3350,22.241252899169922
1543781994.414323,3400,21.99420738220215
1543782001.3631055,3450,21.737102508544922
1543782007.893927,3500,21.510395050048828
1543782013.6038487,3550,21.273984909057617
1543782019.6934662,3600,21.044986724853516
1543782025.3669763,3650,20.87220001220703
1543782030.7253165,3700,20.64811897277832
1543782037.0242827,3750,20.457937240600586
1543782043.5712833,3800,20.28972625732422
1543782050.3202114,3850,20.254878997802734
1543782056.114777,3900,20.105621337890625
1543782061.981979,3950,19.934526443481445
1543782089.8993764,4000,10.35710620880127
1543782096.1469734,4050,14.342765808105469
1543782103.4069576,4100,14.819029808044434
1543782110.236974,4150,15.373549461364746
1543782118.3901298,4200,15.578924179077148
