Wall time,Step,Value
1543193034.372783,50,1105.221923828125
1543193042.7688966,100,735.388916015625
1543193049.8721952,150,629.3478393554688
1543193055.9956787,200,570.8297729492188
1543193063.06066,250,529.2316284179688
1543193069.7696536,300,491.47369384765625
1543193075.806823,350,456.6438293457031
1543193082.3357258,400,425.87969970703125
1543193088.828922,450,395.933837890625
1543193095.5520766,500,369.3674621582031
1543193102.857285,550,345.33087158203125
1543193109.003766,600,323.3468322753906
1543193116.6283436,650,302.49713134765625
1543193122.9061747,700,284.4491271972656
1543193128.9333518,750,267.8739318847656
1543193136.0751088,800,253.69406127929688
1543193142.0400712,850,239.9070281982422
1543193148.6601279,900,226.9270782470703
1543193154.7249658,950,215.11619567871094
1543193162.0313249,1000,203.2254638671875
1543193168.920433,1050,194.2185821533203
1543193175.0784326,1100,185.3641815185547
1543193182.4932787,1150,176.5148162841797
1543193189.5539863,1200,168.06173706054688
1543193196.682852,1250,160.61524963378906
1543193202.3064108,1300,154.1374053955078
1543193209.747096,1350,147.38449096679688
1543193215.3711731,1400,141.80430603027344
1543193221.5704598,1450,136.47970581054688
1543193228.9455335,1500,131.05722045898438
1543193235.934219,1550,126.36338806152344
1543193242.3149295,1600,122.38091278076172
1543193249.1254365,1650,118.07269287109375
1543193255.8282285,1700,114.0911636352539
1543193262.4909968,1750,110.2852783203125
1543193269.8923106,1800,106.74919128417969
1543193276.4807277,1850,103.64319610595703
1543193283.189804,1900,100.6292724609375
1543193289.8873763,1950,97.54307556152344
1543193299.1812665,2000,12.691976547241211
1543193308.5762286,2050,29.25058364868164
1543193314.6958091,2100,26.45022201538086
1543193323.4820652,2150,26.28512954711914
1543193332.442548,2200,26.85688018798828
1543193338.913838,2250,25.95256996154785
1543193346.5294974,2300,25.84709930419922
1543193353.0079386,2350,25.514450073242188
1543193358.6395473,2400,25.01728630065918
1543193365.1518822,2450,24.817245483398438
1543193372.0477123,2500,24.555753707885742
1543193377.5833857,2550,24.103469848632812
1543193385.083144,2600,24.107561111450195
1543193392.3023238,2650,23.915098190307617
1543193399.312276,2700,23.74705696105957
1543193406.1176677,2750,23.545326232910156
1543193412.9304726,2800,23.369461059570312
1543193420.2648456,2850,23.270557403564453
1543193426.1507795,2900,23.021146774291992
1543193432.6611855,2950,22.805633544921875
1543193440.128922,3000,22.611637115478516
1543193447.5295165,3050,22.414337158203125
1543193454.317139,3100,22.195993423461914
1543193461.0758085,3150,22.056795120239258
1543193467.1742933,3200,21.769380569458008
1543193474.338702,3250,21.493104934692383
1543193481.507432,3300,21.248849868774414
1543193488.1724548,3350,20.98345184326172
1543193494.8113055,3400,20.771799087524414
1543193500.76105,3450,20.53157615661621
1543193507.3267481,3500,20.308229446411133
1543193513.6799617,3550,20.104108810424805
1543193520.4714022,3600,19.944744110107422
1543193526.1408784,3650,19.747928619384766
1543193532.704242,3700,19.555805206298828
1543193540.3467262,3750,19.403799057006836
1543193547.3443062,3800,19.24090003967285
1543193554.2046018,3850,19.103961944580078
1543193559.7845142,3900,18.933313369750977
1543193566.2267084,3950,18.873456954956055
1543193586.3723288,4000,14.848896026611328
1543193593.757334,4050,13.75112533569336
1543193602.6593192,4100,14.318899154663086
1543193611.9685254,4150,14.265522003173828
1543193620.00274,4200,13.595488548278809
1543193627.5046766,4250,13.269303321838379
1543193633.7176406,4300,13.383438110351562
1543193640.7727735,4350,13.358649253845215
1543193647.9207795,4400,13.203036308288574
1543193654.1411097,4450,13.000986099243164
1543193660.89339,4500,12.89402961730957
1543193666.8266702,4550,12.738873481750488
1543193673.4343486,4600,12.636945724487305
1543193680.1976483,4650,12.572134017944336
1543193687.5033348,4700,12.590140342712402
1543193693.494798,4750,12.519156455993652
1543193700.4920669,4800,12.51805305480957
1543193707.3790414,4850,12.482893943786621
1543193714.7061565,4900,12.44653034210205
1543193721.7447603,4950,12.410717964172363
1543193727.820966,5000,12.328221321105957
1543193734.3182602,5050,12.211219787597656
1543193740.6516066,5100,12.161622047424316
1543193747.2066066,5150,12.119558334350586
1543193753.897038,5200,12.106499671936035
1543193760.3787916,5250,12.007695198059082
1543193766.0898306,5300,11.894330978393555
1543193772.8241434,5350,11.805854797363281
1543193779.0363438,5400,11.726872444152832
1543193785.6159973,5450,11.644371032714844
1543193791.5716588,5500,11.57616138458252
1543193798.456515,5550,11.5554780960083
1543193804.6766527,5600,11.527974128723145
1543193811.3019524,5650,11.480710983276367
1543193817.9763498,5700,11.444635391235352
1543193824.343654,5750,11.396272659301758
1543193831.908774,5800,11.371259689331055
1543193838.6308315,5850,11.329620361328125
1543193846.4828684,5900,11.3004150390625
1543193852.653624,5950,11.255093574523926
1543193869.4897995,6000,9.916304588317871
1543193876.541343,6050,9.282206535339355
1543193884.3024666,6100,9.577970504760742
1543193893.9291205,6150,10.075976371765137
1543193902.2401373,6200,10.129660606384277
1543193910.5769627,6250,10.138045310974121
1543193916.9727962,6300,9.838359832763672
1543193924.4819295,6350,9.843574523925781
1543193930.358805,6400,9.680510520935059
1543193937.0986712,6450,9.574837684631348
1543193943.9550872,6500,9.501392364501953
1543193950.1780143,6550,9.406898498535156
1543193956.8525844,6600,9.348466873168945
1543193962.9673436,6650,9.257548332214355
1543193970.6071959,6700,9.282201766967773
1543193977.6977355,6750,9.266493797302246
1543193984.1626751,6800,9.209491729736328
